serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
237|Kat-Al|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
238|MrWilson|Public|1953-04-04|Male|?|?|2008-08-11|?|?|38136|259|1770|3288|164|80|13|22|6061|4 hours ago
239|meatloafpriest|Public|?|Not Specified|?|In A Relationship|2012-08-03|?|American English|25695|275|5004|6830|545|87|89|49|8246|7 hours ago
240|OYVYE1942|Public|1942-11-21|Male|?|Married|2013-08-22|?|English|1591|29|203|332|83|37|0|9|780|2 days ago
241|proudpinoy|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
242|PattyinAlabama1|Public|1967-05-20|Female|?|?|2014-02-03|?|?|96|1|137|34|1|18|3|4|181|7 hours ago
243|politics2day|Public|?|Male|Surfside Beach|?|2012-06-23|sunbather|?|13147|112|1427|2338|6|43|4|15|2944|13 minutes ago
244|ProudNanaUSMarine|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
245|poetic-lyrics|Public|?|Male|?|?|2013-01-28|?|?|880|15|83|119|1|6|0|6|440|137 days ago
246|roomofmyown|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
247|ravenheart11|Public|1962-07-04|Male|?|?|2012-06-15|?|?|12116|5|725|1669|195|20|3|20|1583|7 hours ago
248|scorpioet|Public|?|Male|?|Single|2012-12-18|?|English|7775|175|1348|1111|22|20|7|12|4618|16 hours ago
249|Shaunepawn|Public|1901-01-26|Female|?|?|2012-06-11|?|English|5151|57|319|392|91|16|6|5|1452|13 days ago
250|shatoparvic|Public|1901-01-01|Not Specified|?|?|2012-07-23|Lab Rat|Fortran, Basic, Cobol, Swift,|16183|1|1001|1310|519|2|0|3|1688|125 days ago
251|sheltmanjoann|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
252|sugarNspice76|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
253|PalaversTravels|Public|?|Not Specified|?|?|2012-09-24|Dr. of Clinical Psychology|?|36042|122|9392|11554|368|81|34|41|11231|1 day ago
254|peaceforall|Public|?|Female|?|?|2010-09-04|?|?|64227|474|1855|2661|9|109|28|12|8992|45 days ago
255|thecoffeelady|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
256|Struting|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
257|straythought|Public|?|Female|?|?|2013-08-30|?|English|1234|31|35|71|5|4|0|1|673|1 day ago
258|spyder75|Public|1975-05-23|Female|Penitas|Single|2009-12-20|?|English/Spanish/Signlanguage|3325|12|17|71|2|31|0|9|395|8 days ago
259|thirdbaseman|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
260|sweethomecakecom|Public|1995-09-25|Female|?|Single|2013-07-31|?|english|102|2|25|10|3|8|0|0|164|106 days ago
261|sugerlove1314|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
262|sharmapk752|Public|1988-07-25|Male|Noida|Single|2013-06-27|?|Hindi, English|202|4|26|29|13|42|0|3|223|5 hours ago
263|tomswanstuff|Public|2001-01-01|Not Specified|?|In A Relationship|2013-04-07|Biologist|?|56|2|0|1|2|2|0|0|130|250 days ago
264|turftoe331|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
265|valcelestin|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
266|cinjody1|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
267|ThinkAloud|Public|?|Male|?|Married|2009-02-25|Engineering Manager|English|27406|107|3648|2501|1|105|0|21|5776|14 hours ago
268|ToriVita30|Public|?|Not Specified|?|?|2012-04-16|?|?|15709|112|2227|863|85|135|158|37|5960|128 days ago
269|thewriter|Public|1963-06-06|Male|Dallas|Not Specified|2005-04-07|?|?|187289|934|4512|6429|34|190|44|29|18730|2 days ago
270|vonhanshaw70|Public|1970-07-14|Male|GEORGETOWN|?|2012-07-14|?|ENGLISH|824|25|1|12|3|4|0|1|503|127 days ago
271|Denise3997|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
272|crinkster|Public|1901-08-22|Female|?|Not Interested|2012-06-09|Teacher|English|2132|94|315|594|52|22|12|12|1969|208 days ago
273|Zoey-Mae|Public|?|Female|(arent they all Sin?)|Married|2013-04-18|?|english|3321|70|289|514|55|13|2|2|1480|7 days ago
274|AKAmsparrie|Public|?|Not Specified|?|In A Relationship|2012-08-09|?|english|565|5|26|52|4|9|0|6|202|341 days ago
275|wicklowmick|Public|1940-11-27|Male|London E182LN|?|2012-06-20|?|English (UK)|29426|171|602|770|715|43|41|18|4073|2 hours ago
276|foreverstephie|Public|1992-02-27|Female|?|In A Relationship|2012-12-30|?|?|530|6|18|28|2|11|2|2|224|308 days ago
277|Informationnotprovided|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
278|forgetmenot525|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
279|lauritasita|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
280|pilgrimslodge|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
281|WarriorWomen|Public|?|Female|Lakeland|?|2010-10-19|?|English|23170|43|5261|1099|11|213|90|46|9905|7 hours ago
282|jadedruid|Public|?|Female|?|Complicated|2012-02-09|?|English, French and Welsh|31824|1|1777|2486|90|60|25|26|1318|18 days ago
283|mimibjorbo|Public|1959-01-01|Female|?|Married|2012-06-08|?|?|8970|257|2832|4271|218|21|25|19|7160|51 days ago
284|PamelasThoughts|Public|1961-09-08|Female|Tempe|Married|2012-06-10|?|English|49680|180|4968|3639|224|27|32|22|9130|236 days ago
285|pestep55|Public|?|Female|?|Married|2012-04-14|?|English|3263|78|1009|1032|5|29|33|11|2529|327 days ago
286|shoppingdreams|Public|?|Female|?|?|2012-06-23|?|?|11063|0|50|63|1|13|8|2|339|2 days ago
287|bayouslim|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
288|shaynacwings|Public|1943-10-28|Female|Auckland|Single|2012-04-10|?|English|813|3|32|32|8|11|9|4|203|415 days ago
289|bellalolabrigida|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
290|Snowcatt|Public|?|Female|?|?|2012-04-12|?|?|1821|7|1303|207|1|38|52|16|2084|37 days ago
291|riverglorious|Public|?|Female|?|Married|2012-06-13|?|?|16954|217|3588|2821|113|26|27|16|7202|5 hours ago
292|cutebella|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
293|darkeyedbrunette|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
294|christykid|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
295|Cannmcd7|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
296|classicmonica|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
297|hotclaws|Public|1914-04-11|Not Specified|Manchester|?|2012-06-15|?|english|32471|239|3683|2163|19|68|70|31|10169|2 hours ago
298|greenfairy|Public|1969-11-16|Female|dublin|Single|2012-09-10|RGN|english|12354|175|1186|1866|124|63|2|21|4084|9 hours ago
299|jammingems|Public|1960-05-29|Not Specified|?|Prefer Not To Say|2012-04-08|?|?|4170|54|139|244|0|38|10|8|1172|178 days ago
300|llpensinger|Public|1960-04-01|Female|Mechanicsburg|divorced|2013-08-22|Owner|English|14785|1|0|2|11|3|0|0|117|134 days ago
301|LiberaMe|Public|1993-01-01|Not Specified|?|Not Specified|2012-05-28|?|?|16476|254|1257|875|0|24|4|4|5424|250 days ago
302|unlimited|Public|?|Male|Urbana|Single|2005-12-28|?|ENGLISH|236151|1933|5962|7877|663|421|90|23|33212|36 minutes ago
303|jpkc1313|Public|?|Female|?|?|2013-11-11|?|?|124|5|17|29|6|2|2|0|197|7 days ago
304|loisroad|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
305|HotStone2go|Public|?|Female|Spencerville|Single|2012-06-09|?|?|956|10|107|64|4|30|2|11|400|272 days ago
306|NikkiTheTeenager|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
307|psychdancer|Public|1987-04-26|Female|San Francisco|Married|2013-05-30|Care Giver|?|660|30|186|303|31|18|16|5|767|80 days ago
308|northernwitch|Public|1978-12-06|Not Specified|?|?|2012-06-08|?|English|3483|119|1228|1739|103|55|41|28|2843|117 days ago
309|stevesplace|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
310|Sherabella|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
311|rosiefielding|Public|?|Female|?|?|2012-04-14|?|english|1942|22|73|94|3|25|0|10|565|339 days ago
312|ravenwytch|Public|?|Not Specified|?|Married|2010-10-16|Baker|?|19118|127|2385|2274|5|56|12|18|5042|55 days ago
313|a-thousandmiles|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
314|VeroniqueMariquita|Public|?|Female|?|Not Specified|2012-07-29|?|?|9237|106|3329|1995|129|46|46|27|5584|2 days ago
315|summertan|Public|?|Female|?|?|2012-10-31|?|English, Indonesian|1589|63|70|99|31|7|0|1|1183|174 days ago
316|Abdoulaye|Public|1960-10-23|Male|?|?|2008-11-13|?|?|1272|2|0|1|46|10|0|1|47|276 days ago
317|sweet555|Public|?|Female|Tulsa|?|2013-04-29|?|English|1566|30|329|287|45|9|1|4|1084|7 days ago
318|shaadiatevents|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
319|weareallnutshere|Public|?|Not Specified|?|?|2012-04-08|?|English|14276|133|2661|2290|17|36|38|28|4520|249 days ago
320|bigbighead|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
321|Yemaya03|Public|1947-08-08|Male|?|Married|2012-08-19|Retired computer analyst|English|992|18|133|80|79|13|4|2|680|255 days ago
322|tvcstyle|Public|?|Female|?|?|2013-04-14|?|?|565|10|8|46|4|14|0|0|273|232 days ago
323|leavetownnow|Public|1984-01-01|Male|Vancouver|?|2013-06-13|?|English|73|0|0|0|0|20|45|2|102|104 days ago
324|nathanbrydn|Public|?|Not Specified|?|?|2013-03-23|guitar|html|122|7|1|4|6|2|0|0|208|210 days ago
325|Philster|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
326|aron2285|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
327|ahealen-s|Public|?|Female|?|?|2013-10-01|?|?|12|0|2|0|0|2|0|1|107|64 days ago
328|Artorious|Public|1995-10-04|Male|?|?|2013-10-15|Surviving|?|894|26|96|216|0|9|1|4|589|24 hours ago
329|arirusila|Public|?|Male|?|Married|2013-06-01|?|?|643|27|4|33|3|3|0|2|539|2 hours ago
330|EstherLibra|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
331|AwkwardlyInappropriate|Public|?|Male|?|In A Relationship|2011-06-18|Radio Technician|English|2601|7|433|176|0|8|1|8|520|42 days ago
332|boggart-eft|Public|1948-08-23|Male|Accrington|?|2013-07-18|Internet Content Creator|?|2997|30|228|453|4|19|0|9|805|17 days ago
333|dominant12|Public|?|Male|?|?|2013-06-03|?|english|118|7|4|3|1|27|0|2|221|147 days ago
334|FedUpToHere|Public|?|Male|NW Oregon|?|2009-06-20|?|English Only|102654|10|3411|4124|36|13|5|12|3604|121 days ago
335|chrFredrieka|Public|2001-01-01|Not Specified|?|?|2013-05-16|?|english|1103|70|466|433|103|10|17|6|1904|29 days ago
336|gtorborg77|Public|1959-01-28|Male|Italy|Married|2012-08-03|Database Analyst|English|1384|31|297|76|1|10|5|4|1405|57 minutes ago
337|emogirl94|Public|1984-01-28|Female|?|?|2013-03-29|?|english|161|5|2|7|36|5|0|0|181|199 days ago
338|whereabouts|Public|1967-02-26|Female|Suburban Chicago|Single|2006-10-02|?|?|448260|1848|20291|28790|509|268|86|41|33269|2 days ago
339|elderjanememorabilia|Public|1929-03-27|Female|soomewhere|Not Interested|2006-07-03|Education|?|27593|302|5662|3471|10|38|0|11|4572|66 days ago
340|HodgepodgeOfThoughts|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
341|Kazzeroo|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
342|karate2000|Public|1988-12-08|Male|Concord|Single|2010-09-09|?|English|60608|306|15897|12588|345|39|0|63|14826|4 days ago
343|lutherblogs|Public|1921-06-22|Male|Medford|Single|2006-11-01|Training|?|18994|108|372|472|22|19|0|11|2096|3 hours ago
344|Mint769t|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
345|MajorGray100|Public|1949-01-01|Male|?|?|2013-07-12|Major|?|1465|30|125|189|21|23|23|5|702|3 days ago
346|PerfectMindStorm|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
347|justmyopinion|Public|1958-04-01|Male|Somewherein|Complicated|2006-09-06|transportation|English ONLY|38424|294|2374|2888|53|171|37|24|7121|83 days ago
348|MustLoveCats|Public|?|Not Specified|?|?|2013-11-04|?|?|89|3|0|2|4|1|1|0|146|38 days ago
349|MarianR|Public|?|Not Specified|?|Married|2008-07-22|?|?|29630|179|2812|3834|53|70|18|28|5760|3 days ago
350|olivia4798|Public|1998-07-04|Female|?|Single|2013-08-24|?|english|34|2|0|2|5|2|0|1|130|138 days ago
351|QueenMeWorld|Public|1984-09-27|Not Specified|?|?|2013-06-16|?|?|1250|26|95|171|5|12|4|2|668|23 days ago
352|peacenow|Public|1933-09-13|Male|Staten Island|?|2005-07-13|consultant|?|162500|380|2718|2931|4|72|0|15|8386|11 days ago
353|retiredinaz|Public|1941-01-05|Male|Mesa|?|2006-06-12|?|English|15129|114|1643|796|23|72|0|18|4792|7 hours ago
354|tegidfoel|Public|?|Male|?|?|2013-06-07|?|?|1059|34|158|83|0|6|0|4|886|18 days ago
355|RooToYou|Public|1962-07-03|Female|?|Married|2012-06-10|?|?|3695|54|1318|1240|81|24|19|13|2370|86 days ago
356|Texdermott|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
357|vicdamico|Public|1901-03-18|Male|Houston|?|2013-02-02|?|English|1109|23|102|189|3|8|0|6|512|187 days ago
358|topcat128|Public|1941-10-26|Male|Phoenix|Single|2013-05-21|Retired|English|265|5|42|16|4|6|2|2|270|93 days ago
359|wordwarriortkd|Public|1964-09-26|Male|Kaeng Khoi|Single|2013-06-14|English teacher|English|149|3|8|21|4|8|7|3|157|180 days ago
360|metrocityads|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
361|ChantillyLace|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
362|digitalrodent|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
363|jakerubii|Public|?|Male|?|?|2014-01-08|?|?|22|0|0|0|0|7|0|0|100|29 days ago
364|nuggetsfan|Public|1999-06-28|Male|denver|Single|2013-10-30|?|English|807|27|400|258|14|6|3|2|750|4 days ago
365|cruizin57|Public|1962-09-15|Female|?|?|2012-10-01|?|English|1324|7|36|28|9|21|13|9|287|262 days ago
366|Blickntx|Public|2000-07-24|Female|Paradise|?|2012-06-08|?|?|4712|45|83|169|8|5|0|4|915|338 days ago
367|capndinghy|Public|1948-03-30|Male|?|Married|2012-06-13|Captain|English|4962|77|114|192|15|10|5|2|1539|127 days ago
368|donnasplace|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
369|Gracie56|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
370|LynneM-S|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
371|JamesBuckley1|Public|1963-03-26|Male|?|Married|2011-04-17|CEO &amp; Founder|english|1142|7|1|13|7|17|0|0|236|304 days ago
372|Long-Tall-Woman|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
373|mariannethelibrarian|Public|1966-08-30|Female|?|Married|2012-09-22|Librarian|?|18590|55|152|340|39|13|8|8|1206|30 days ago
374|pepperjacksturmoil|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
375|LEAHBLOGS|Public|1957-12-24|Female|BROOKLYN|In A Relationship|2013-08-15|HOMEMAKER|ENGLISH|8668|534|21|177|381|30|3|2|8200|46 days ago
376|sherriedevaleria|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
377|remainunknown|Public|1995-06-08|Female|?|?|2012-10-16|?|?|1004|10|1|20|6|10|0|2|265|70 days ago
378|sallysue|Public|1980-07-21|Female|LaFayette|In A Relationship|2013-09-25|?|English|299|5|9|23|6|19|0|2|200|83 days ago
379|abstractpoet|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
380|msangelblackgoddess|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
381|anonymous1|Public|1971-03-02|Male|Salem|Single|2012-01-01|Line Cook|English|13758|235|2218|3023|214|139|0|20|5582|107 days ago
382|ThatGirlFromMN|Public|?|Female|?|?|2013-03-14|?|English &amp; Spanish|362|8|4|9|1|2|1|1|235|201 days ago
383|wakingup|Public|?|Not Specified|?|Not Specified|2012-06-20|?|?|38054|278|305|886|46|25|0|7|4699|10 days ago
384|GaryCzos|Public|1924-05-07|Male|Amsterdam|In A Relationship|2013-07-11|?|English|24361|4|7|17|3|11|0|1|181|134 days ago
385|simplysioux|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
386|richardericgunby|Public|?|Male|Burlington|Single|2006-11-18|Writer|English|59602|335|1202|2251|63|24|0|6|6383|45 days ago
387|wetravelandblog|Public|?|Male|?|?|2013-06-07|?|?|61|1|0|2|4|5|0|0|115|202 days ago
388|ricksbest|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
389|babydoll4god|Public|1968-02-06|Female|?|Married|2012-12-12|?|english|371|6|0|8|38|23|37|2|206|232 days ago
390|benjaminandjacqueline|Public|?|Not Specified|?|?|2012-09-05|?|?|333|2|0|8|1|2|0|0|139|340 days ago
391|alleycat0093|Public|1955-04-13|Female|?|?|2012-06-17|?|English|3954|6|67|147|50|24|0|4|267|400 days ago
392|melissa890|Public|1956-10-21|Female|Summit point|Married|2012-09-28|?|english|191|2|7|12|25|7|3|3|167|354 days ago
393|bornfree|Public|?|Not Specified|?|?|2012-11-02|?|?|38|0|17|7|1|3|1|0|123|367 days ago
394|islandblue|Public|1941-03-25|Female|Auckland North|?|2012-06-10|eternal student|English|7081|12|381|212|27|22|3|12|789|178 days ago
395|TheLDConservative|Public|?|Male|?|Not Specified|2009-10-27|?|english|36895|59|2243|802|4|37|0|11|4025|124 days ago
396|idiomatixx|Public|1970-04-10|Not Specified|Santa Barbara|?|2012-06-09|?|English|11234|242|1226|1050|76|44|25|10|5048|43 minutes ago
397|AJay70|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
398|amberjones1970|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
399|anthonyaguilera|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
400|RealistMe|Public|1982-06-14|Female|?|Single|2013-04-14|?|English|6072|111|2757|1659|9|34|15|15|3811|11 hours ago
401|walkaboutman|Public|1966-07-21|Not Specified|?|Married|2012-12-10|?|?|616|16|35|46|3|3|0|1|408|122 days ago
402|sailorchronos|Public|?|Female|Montreal|Married|2012-08-08|?|English|6459|88|425|173|9|18|14|9|2319|1 day ago
403|darklillith|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
404|Conservatress|Public|1979-03-01|Female|?|?|2012-10-22|?|English|51|2|10|15|1|2|0|0|150|362 days ago
405|collaborativebloggening|Public|1977-11-28|Female|?|Married|2013-08-01|?|?|911|0|56|69|5|9|1|2|208|3 days ago
406|countrygirl55|Public|1990-10-02|Female|?|?|2012-08-03|?|English|3538|32|220|267|27|51|0|8|869|278 days ago
407|bennijones|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
408|aguyslife|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
409|DizzeeKyle|Public|1991-03-19|Male|?|Single|2011-09-17|?|?|4590|37|91|58|23|33|2|4|842|59 days ago
410|augustus|Public|1992-02-03|Male|?|?|2013-06-29|?|English/Mandarin|1068|16|42|69|2|16|0|2|448|40 days ago
411|elainebustos|Public|1980-08-16|Female|Seattle|?|2012-09-06|?|English|184|5|2|2|1|2|0|0|179|372 days ago
412|joepyM72|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
413|equitytipsch|Public|?|Female|?|?|2013-10-22|?|?|0|0|0|0|0|1|0|0|100|92 days ago
414|greasysidedown|Public|?|Male|?|?|2012-11-10|?|?|2|0|0|0|0|1|0|0|102|165 days ago
415|dnoakescharternet|Public|1960-08-29|Not Specified|?|Married|2012-06-14|Hotel and Retail  Manager|?|14701|65|1500|1190|155|36|22|15|2509|5 days ago
416|lerontenin|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
417|gillianramos|Public|?|Female|?|Single|2012-09-24|?|English|513|9|4|17|1|3|0|1|252|271 days ago
418|Oakie2012|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
419|JohnJoiner|Public|?|Male|?|?|2013-06-16|?|?|4331|57|1219|1155|63|23|0|11|2188|4 days ago
420|lester453|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
421|MadModerate|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
422|Crow762x51|Public|1964-11-25|Male|?|?|2013-06-08|?|?|21|0|0|0|3|2|0|1|104|188 days ago
423|gingerdoxie|Public|?|Female|?|?|2012-06-08|?|?|4630|0|621|703|3|19|0|17|823|10 days ago
424|highlandrose|Public|1964-07-05|Female|?|Married|2012-06-11|Accountant Administrator|?|550|12|68|148|15|9|6|4|359|399 days ago
425|KaileyBug|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
426|melaniedyoung|Public|1977-08-25|Female|Fort Walton Beach|Married|2013-03-24|CEO|English|706|10|65|53|3|11|0|1|377|155 days ago
427|MomandTaterTot|Public|?|Female|?|Not Interested|2012-06-30|?|?|5308|30|478|421|0|17|0|3|1045|267 days ago
428|patenttrademark|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
429|missmuffet|Public|?|Female|?|Not Specified|2012-11-22|?|?|547|4|193|95|0|8|1|1|471|2 days ago
430|sj2012maxi|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
431|oneluckybean|Public|1957-11-21|Female|Sacramento|Not Specified|2012-05-30|?|English|4857|63|1171|1641|26|60|38|31|1730|18 days ago
432|sleepingyouths|Public|2001-02-23|Male|?|?|2012-11-21|?|English|6850|88|21|168|6|13|1|1|1578|112 days ago
433|princesskitten|Public|1970-07-25|Female|Ft Worth|?|2012-08-12|?|English|48|0|0|0|0|8|2|2|103|384 days ago
434|Pseudonym|Public|?|Male|?|?|2013-06-18|?|?|2259|51|152|136|0|2|1|1|1041|60 days ago
435|tianaromine|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
436|edeleny44|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
437|virtualbytch|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
438|sweetwhispersofhope|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
439|pttyann60|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
440|tedhammersley|Public|1990-09-11|Male|Fort Dodge|Single|2010-03-11|Service|English|740|9|39|62|7|2|0|0|290|148 days ago
441|Dhighestpraise|Public|?|Female|Zion|?|2012-05-15|?|English|5777|45|408|398|63|14|7|9|1420|25 days ago
442|CindyUndercover|Public|1964-01-03|Female|?|?|2013-10-09|?|?|271|8|12|38|12|7|0|1|253|49 days ago
443|iamtheeggman|Public|1959-09-16|Male|WYOMING|Single|2006-05-17|?|ENGLISH|12146|83|254|232|43|75|20|7|1713|17 days ago
444|dreamhouse|Public|?|Male|?|?|2012-08-29|?|?|797|11|7|17|3|13|2|0|280|422 days ago
445|healthyhank1967|Public|1967-10-30|Male|?|Not Specified|2013-01-29|District Sales Manager|English|3159|74|269|299|3|10|0|3|1554|143 days ago
446|emotionalblonde|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
447|bobski|Public|1986-05-01|Male|Grapevine|In A Relationship|2008-03-27|Software Engineer|en_US.UTF-8|82490|84|1124|1508|335|97|1|57|4157|218 days ago
448|DesertCloud|Public|?|Not Specified|?|?|2012-06-22|?|?|336|3|2|8|0|3|0|0|154|433 days ago
449|fariegirl|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
450|anamariaramos09|Public|1958-01-01|Female|São Paulo - SP|?|2012-06-15|?|Português|587|10|5|12|14|1|0|1|267|423 days ago
451|JasminTierney|Public|1996-09-22|Female|Middlesbrough|Single|2012-11-18|?|English|365|7|7|20|11|15|2|0|247|307 days ago
452|intrudermarine|Public|1943-01-25|Male|Somewhere|Single|2006-10-02|Engineering|?|40271|363|4062|2378|188|99|50|28|12697|53 minutes ago
453|islandgirl|Public|1958-12-28|Female|It changes|?|2007-03-14|?|?|13850|112|1794|1358|16|50|2|8|1786|484 days ago
454|girlontherise|Public|1986-04-18|Female|?|In A Relationship|2012-11-18|Salon Director|?|910|17|20|41|1|6|0|1|403|134 days ago
455|team|Public|?|Not Specified|?|Not Specified|2008-01-20|?|English, French|123432|114|284|2358|186|172|0|50|2246|439 days ago
456|jespi2014|Public|1987-06-28|Female|?|?|2013-06-29|?|?|900|20|13|50|66|13|0|1|457|27 days ago
457|mehultherockstarhimself|Public|?|Male|bikaner|Single|2012-06-02|?|?|353|8|7|10|8|3|0|1|278|229 days ago
458|newsupdates|Public|1989-07-07|Male|?|?|2012-05-28|?|ENGLISH|1568|15|0|0|0|7|7|1|333|361 days ago
459|seojamshedpur|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
460|lonelymomof3|Public|?|Female|?|?|2012-06-23|?|English|6956|64|87|273|26|9|0|1|1233|193 days ago
461|thedustgirl|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
462|Morocrux|Public|?|Male|Iloilo|Single|2013-06-04|?|English,Filipino,Kinaray-a,Tagalog,Latin|294|9|9|14|6|3|1|0|256|57 days ago
463|twistedB|Public|?|Female|?|divorced|2013-06-14|Administrative Assistant|?|105|2|4|8|0|4|0|0|135|146 days ago
464|OpenEyesOpenMind|Public|1995-03-20|Female|?|Single|2012-06-06|?|English, Spanish, Sign Language|2726|25|51|101|10|32|0|5|568|343 days ago
465|shealynne19|Public|?|Female|?|In A Relationship|2011-07-20|Nanny|English (fluent)|8249|58|125|291|6|42|0|6|1181|10 days ago
466|prmentortext|Public|?|Male|?|Married|2011-04-06|NYS Substance Abuse Counselor|English, Spanish|15687|125|152|233|5|57|1|5|2351|4 days ago
467|simeonmwp|Public|?|Male|?|?|2012-08-25|?|English|3600|65|298|226|523|29|0|5|1570|3 days ago
468|alaynahong|Public|?|Female|?|?|2013-05-01|?|?|1578|34|10|68|70|12|1|2|671|4 hours ago
469|albyno13|Public|?|Female|?|?|2011-06-15|?|?|1465|5|3|10|1|9|0|2|222|574 days ago
470|beckyrelucy|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
